"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","1999-06","1999","06","17.5","","5.0","E","11.3","E","29.5","","-1.0","","146.0","","0.0","T","146.0","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","1999-07","1999","07","21.2","E","7.1","E","14.1","E","28.0","E","2.5","E","77.2","","0.0","","77.2","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","1999-08","1999","08","23.3","I","8.8","I","16.1","I","30.0","I","2.0","I","57.6","","0.0","","57.6","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","1999-09","1999","09","17.4","","1.6","","9.5","","25.5","","-3.0","S","27.6","","1.6","","29.2","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","1999-10","1999","10","10.6","E","-1.9","E","4.4","E","19.5","E","-9.0","E","18.0","","9.8","","27.8","","1","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","1999-11","1999","11","5.4","","-3.1","","1.2","","12.5","","-14.5","","12.6","","11.0","","23.6","","0","T","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","1999-12","1999","12","-0.8","","-8.5","","-4.7","","5.5","","-17.5","","0.0","","58.4","","58.4","","21","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2000-01","2000","01","-4.6","","-13.9","","-9.3","","3.5","","-26.0","S","0.0","","53.2","E","53.2","E","33","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2000-02","2000","02","0.6","","-10.7","","-5.1","","9.0","","-24.0","S","0.0","T","16.6","","16.6","","30","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2000-03","2000","03","6.5","","-5.1","","0.7","","12.0","S","-17.0","","7.8","","32.4","","40.2","","15","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2000-04","2000","04","11.4","","-2.5","","4.5","","19.0","","-9.5","","7.6","","31.2","","38.8","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2000-05","2000","05","15.1","","0.5","","7.8","","21.0","","-5.5","","43.6","","0.0","","43.6","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2000-06","2000","06","19.5","","4.8","","12.2","","27.5","","-1.0","S","69.8","","0.0","","69.8","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2000-07","2000","07","21.4","","7.8","","14.6","","31.0","","2.0","","85.8","","0.0","","85.8","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2000-08","2000","08","21.4","","5.6","","13.5","","30.0","","-1.0","","48.6","","0.0","","48.6","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2000-09","2000","09","16.0","","2.8","","9.5","","23.5","","-6.0","","53.2","","0.0","","53.2","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2000-10","2000","10","10.3","","-0.3","","5.0","","19.5","","-9.5","","31.6","","3.8","","35.4","","3","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2000-11","2000","11","1.2","","-4.9","","-1.9","","8.0","","-12.5","","6.8","","21.6","","28.4","","9","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2000-12","2000","12","-4.5","","-11.7","","-8.1","","4.0","","-28.0","","2.4","","59.8","","62.2","","35","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2001-01","2001","01","0.3","","-7.8","","-3.8","","6.5","","-16.0","S","0.0","","20.6","","20.6","","37","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2001-02","2001","02","-1.1","","-12.9","","-7.0","","7.0","","-28.5","","0.0","","17.2","","17.2","","34","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2001-03","2001","03","6.2","","-5.3","","0.4","","14.5","","-13.5","","10.0","","56.0","","66.0","","24","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2001-04","2001","04","11.2","E","-2.2","","4.5","E","21.0","E","-10.0","","8.8","","9.6","","18.4","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2001-05","2001","05","16.8","","1.8","","9.3","","27.5","","-6.0","","16.8","","1.6","","18.4","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2001-06","2001","06","17.2","E","4.6","E","10.9","E","24.0","B","-1.5","E","136.4","","0.0","","136.4","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2001-07","2001","07","21.2","","7.4","","14.3","","29.5","","2.5","","103.6","","0.0","","103.6","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2001-08","2001","08","22.7","E","7.2","E","15.0","E","31.5","E","3.0","","24.4","","0.0","","24.4","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2001-09","2001","09","18.9","E","3.3","E","11.1","E","26.5","E","-2.0","S","21.4","","0.0","","21.4","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2001-10","2001","10","8.9","","-2.3","","3.3","","17.0","","-8.0","S","27.2","","13.8","","41.0","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2001-11","2001","11","5.9","","-2.9","","1.5","","14.5","","-24.0","","3.6","","25.8","","29.4","","19","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2001-12","2001","12","-2.6","","-10.3","","-6.5","","5.0","","-19.5","","0.2","","44.2","","44.4","","27","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2002-01","2002","01","-2.0","","-9.7","","-5.9","","8.0","","-34.0","","6.6","","51.2","","57.8","","46","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2002-02","2002","02","1.4","","-9.0","","-3.8","","6.0","S","-28.0","","1.0","","34.2","","35.2","","53","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2002-03","2002","03","0.9","","-11.3","","-5.2","","10.5","S","-29.0","","1.4","","33.6","","35.0","","35","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2002-04","2002","04","9.9","","-3.2","E","3.4","E","19.5","","-14.5","E","8.4","E","6.0","","14.4","E","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2002-05","2002","05","14.2","","1.2","","7.7","","22.0","S","-7.0","","82.8","","26.6","","109.4","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2002-06","2002","06","22.3","","5.3","","13.8","","30.0","","-1.0","","17.4","","0.0","","17.4","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2002-07","2002","07","22.9","","7.4","E","15.2","E","32.0","S","0.0","E","45.0","","0.0","","45.0","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2002-08","2002","08","22.2","E","4.6","E","13.5","E","30.0","B","-0.5","E","44.2","","0.0","T","44.2","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2002-09","2002","09","16.6","","2.4","","9.5","","24.5","","-3.5","","52.4","","0.0","","52.4","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2002-10","2002","10","8.3","","-2.9","","2.7","","15.5","","-15.0","","20.4","","5.6","","26.0","","0","T","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2002-11","2002","11","4.6","","-3.3","","0.7","","11.0","S","-12.5","S","20.6","","0.8","","21.4","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2002-12","2002","12","-0.3","","-7.0","","-3.7","","7.5","","-18.0","","3.4","","27.0","","30.4","","14","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2003-01","2003","01","1.4","","-9.1","","-3.9","","11.0","","-18.5","","2.0","","24.0","","26.0","","22","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2003-02","2003","02","1.5","","-9.4","","-3.9","","8.0","","-24.0","","1.2","","24.0","","25.2","","30","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2003-03","2003","03","5.2","","-6.4","","-0.6","","16.0","","-27.5","","0.8","","31.0","","31.8","","0","T","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2003-04","2003","04","11.4","","-0.7","","5.4","","19.5","","-8.0","","37.0","","14.8","","51.8","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2003-05","2003","05","15.9","","1.6","","8.8","","26.5","","-5.0","","5.4","","13.6","","19.0","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2003-06","2003","06","21.7","","5.6","","13.7","","29.5","S","-1.5","","51.2","","0.0","","51.2","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2003-07","2003","07","25.9","","6.5","","16.2","","36.0","","1.5","","10.0","","0.0","","10.0","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2003-08","2003","08","24.9","","6.0","","15.5","","33.5","","-2.5","","19.8","","0.0","","19.8","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2003-09","2003","09","18.8","","2.2","","10.5","","30.5","","-4.0","","30.8","","0.0","T","30.8","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2003-10","2003","10","12.8","","0.4","","6.6","","24.5","","-16.0","","45.4","","8.4","","53.8","","5","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2003-11","2003","11","-0.7","","-10.6","","-5.7","","5.0","","-22.0","","2.6","","49.4","","52.0","","24","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2003-12","2003","12","-0.4","","-8.9","","-4.6","","6.0","","-23.0","","0.2","","28.4","","28.6","","35","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2004-01","2004","01","-4.7","","-12.8","","-8.8","","7.5","","-38.0","","5.8","","61.5","","67.3","","45","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2004-02","2004","02","2.9","","-7.1","","-2.1","","7.5","S","-19.0","","1.4","","26.0","","27.4","","35","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2004-03","2004","03","7.7","","-3.5","","2.1","","18.0","","-12.0","","5.4","","44.6","","50.0","","12","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2004-04","2004","04","14.9","","-3.0","","6.0","","24.5","","-9.0","","17.2","","6.2","","23.4","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2004-05","2004","05","16.3","","1.9","","9.2","","25.5","","-5.5","","87.4","","0.4","","87.8","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2004-06","2004","06","23.3","","5.6","","14.5","","31.5","","-1.0","","54.2","","0.0","","54.2","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2004-07","2004","07","25.3","E","7.9","","16.7","E","32.5","E","2.0","","30.6","","0.0","","30.6","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2004-08","2004","08","23.7","","8.2","","16.0","","33.5","","3.0","","74.3","","0.0","","74.3","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2004-09","2004","09","15.2","","3.5","","9.4","","21.5","","-3.0","S","57.0","","0.0","","57.0","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2004-10","2004","10","9.7","","-0.8","","4.5","","21.5","","-6.5","S","12.2","","45.8","","58.0","","9","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2004-11","2004","11","2.7","","-3.6","","-0.4","","10.5","","-10.5","","22.2","","40.0","","62.2","","20","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2004-12","2004","12","-1.9","","-8.1","","-5.0","","4.5","S","-20.5","","15.4","","55.2","","70.6","","36","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2005-01","2005","01","-5.1","","-14.0","","-9.6","","9.0","","-40.5","","36.2","","31.2","","67.4","","24","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2005-02","2005","02","3.3","","-9.4","","-3.1","","12.0","","-20.5","","0.0","","18.8","","18.8","","21","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2005-03","2005","03","8.3","","-3.6","","2.4","","13.0","","-10.5","","6.6","","35.4","","42.0","","10","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2005-04","2005","04","10.9","I","-2.8","I","3.9","I","25.0","I","-9.0","I","5.8","","4.2","","10.0","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2005-05","2005","05","19.2","","2.6","","10.9","","31.5","","-5.0","","50.8","","0.0","","50.8","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2005-06","2005","06","","","","","","","","","","","","","","","","","","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2005-07","2005","07","20.8","","7.9","","14.4","","26.5","S","3.0","","81.6","","0.0","","81.6","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2005-08","2005","08","22.5","","5.8","","14.2","","28.0","","-0.5","","39.4","","0.0","","39.4","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2005-09","2005","09","15.3","","2.4","","8.9","","22.5","","-5.0","","109.0","","0.0","","109.0","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2005-10","2005","10","","","","","","","","","","","","","","","","","","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2005-11","2005","11","2.0","","-6.0","","-2.0","","15.0","","-22.0","","2.0","","58.6","","60.6","","25","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2005-12","2005","12","-2.2","","-11.3","","-6.7","","7.5","S","-25.5","","6.2","","16.4","","22.6","","11","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2006-01","2006","01","2.0","","-6.1","","-2.0","","8.0","","-15.5","","2.8","","65.2","","68.0","","27","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2006-02","2006","02","1.1","E","-11.0","","-5.1","E","11.0","E","-26.5","","0.8","","25.4","","26.2","","34","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2006-03","2006","03","6.9","","-7.1","","-0.1","","13.0","S","-19.0","","5.4","","8.6","","14.0","","3","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2006-04","2006","04","13.6","","-2.0","","5.9","","23.0","","-6.5","","9.0","","17.0","","26.0","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2006-05","2006","05","18.9","","1.4","","10.2","","32.0","","-7.0","","42.4","","3.8","I","46.2","I","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2006-06","2006","06","22.2","","5.9","","14.1","","32.0","","0.5","","53.4","","0.0","","53.4","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2006-07","2006","07","26.0","","7.5","","16.8","","34.5","S","1.0","","39.4","","0.0","","39.4","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2006-08","2006","08","22.9","","4.5","","13.7","","29.5","S","-1.0","","23.4","","0.0","","23.4","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2006-09","2006","09","19.8","","2.8","","11.3","","32.5","","-4.0","S","38.6","","2.4","","41.0","","0","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2006-10","2006","10","10.4","","-4.2","","3.1","","19.0","","-16.0","","51.4","","11.6","","63.0","","3","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2006-11","2006","11","-0.2","","-8.2","","-4.2","","14.5","","-34.5","","15.6","","68.8","","84.4","","21","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2006-12","2006","12","0.0","","-9.1","","-4.6","","5.5","","-22.0","","0.0","","38.0","","38.0","","27","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2007-01","2007","01","-2.2","","-12.9","","-7.6","","7.5","","-32.0","","0.8","","54.6","","55.4","","43","","","","",""
"-121.22","51.68","100 MILE HOUSE 6NE","1165793","2007-02","2007","02","1.8","","-9.1","","-3.6","","9.5","","-22.0","S","3.8","","24.8","","28.6","","44","","","","",""
